id,user_id,experiment_id,scenario_type,input_type,input_state,hand,hand_location,hand_rotation,event_datetime
35,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(15.9618;25.394505;1.824585)","(-72.452705;10.942641;-68.795197)","2025-2-17 18:48:10.789"
36,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(7.83736;26.20513;2.047523)","(-20.123053;-17.091705;-114.154877)","2025-2-17 18:48:11.316"
37,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(7.750793;26.559311;0.479057)","(-20.820967;-26.562611;-109.480339)","2025-2-17 18:48:11.456"
38,"FDI_AC","","S2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(15.617977;20.86615;5.448441)","(-76.956322;58.187321;-83.597092)","2025-2-17 18:48:12.399"
39,"FDI_AC","","S2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(15.557828;20.84037;5.315559)","(-73.754761;57.475895;-82.053871)","2025-2-17 18:48:12.486"
40,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(1.017668;28.885756;0.090256)","(6.632788;-23.923216;-125.821404)","2025-2-17 18:48:13.762"
41,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(1.241421;28.197384;0.870323)","(2.430015;-24.143978;-124.660347)","2025-2-17 18:48:13.844"
42,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(0.402102;24.482151;1.803116)","(16.574192;0.410695;-132.359192)","2025-2-17 18:48:14.229"
43,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(0.001292;23.029495;0.849861)","(20.949682;1.939245;-134.910843)","2025-2-17 18:48:14.395"
44,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(0.198709;24.455793;1.888596)","(23.791723;-4.772813;-150.022156)","2025-2-17 18:48:14.891"
45,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(0.019381;24.987614;2.447304)","(22.014086;-10.148433;-148.884445)","2025-2-17 18:48:15.26"
46,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(14.01862;21.171257;1.176682)","(-63.11853;-17.835707;-109.340546)","2025-2-17 18:48:15.806"
47,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(12.529594;21.151276;0.798744)","(-50.410469;-25.128944;-112.980217)","2025-2-17 18:48:15.946"
48,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(11.319547;22.387026;0.096756)","(-37.842186;-38.395306;-121.978355)","2025-2-17 18:48:16.863"
49,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(11.060662;22.74297;0.335213)","(-33.513752;-36.314674;-121.983604)","2025-2-17 18:48:17.2"
50,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(51.962448;12.119791;13.604095)","(-87.706955;-43.664551;93.89917)","2025-2-17 18:48:24.307"
51,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(55.896992;2.448606;14.538315)","(-94.65757;-46.826221;115.634964)","2025-2-17 18:48:24.479"
52,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(38.695816;16.294952;5.362167)","(-45.924129;-36.23716;22.734777)","2025-2-17 18:48:25.397"
53,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(38.570793;15.992352;4.743736)","(-39.058964;-43.309895;20.684248)","2025-2-17 18:48:25.536"
54,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","started","Right","(55.827953;0.154501;14.355057)","(-78.939224;-50.533787;97.465218)","2025-2-17 18:48:27.608"
55,"FDI_AC","","S2_BasicEmergency","IA_Move_Right","completed","Right","(55.446514;3.185362;13.373138)","(-75.122711;-45.797535;102.178886)","2025-2-17 18:48:27.779"
