id,user_id,experiment_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,"FDI_AC","","S2_BasicEmergency","real_life","1-1-1 0:0:0.0","2025-2-17 18:47:43.726","(0.0;0.0;0.0)","(7.640359;9.68678;0.0)","0.123373"
1,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:53.711","2025-2-17 18:47:53.843","(11693.496094;-18462.910156;5.0)","(12090.0;-18434.212891;5.0)","3.975413"
2,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:54.74","2025-2-17 18:47:54.202","(12089.972656;-18434.0;5.0)","(12090.0;-18410.800781;5.0)","0.231997"
3,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:54.463","2025-2-17 18:47:54.618","(12090.124023;-18410.398438;5.0)","(12090.0;-18389.318359;5.0)","0.210792"
4,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:47:43.743","2025-2-17 18:47:55.475","(0.0;0.0;0.0)","(-30.114006;-8.971738;0.0)","0.314221"
5,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:47:55.496","2025-2-17 18:47:57.35","(-30.114006;-8.971738;0.0)","(-15.711402;-14.481989;0.0)","0.154207"
6,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:47:57.56","2025-2-17 18:47:57.528","(-15.711402;-14.481989;0.0)","(7.312086;-12.207528;0.0)","0.231356"
7,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:56.146","2025-2-17 18:47:57.818","(12129.833008;-18376.970703;5.0)","(12028.110352;-18379.277344;5.0)","1.017484"
8,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:58.689","2025-2-17 18:47:58.827","(12026.573242;-18373.912109;5.0)","(12090.0;-18280.0;5.0)","1.133253"
9,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:47:59.396","2025-2-17 18:47:59.624","(12092.362305;-18279.400391;5.0)","(12090.0;-18280.0;5.0)","0.024373"
10,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:47:57.549","2025-2-17 18:48:0.136","(0.0;0.0;0.0)","(-10.130199;0.967854;0.0)","0.101763"
11,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:48:0.157","2025-2-17 18:48:0.664","(-10.130199;0.967854;0.0)","(-26.390423;1.982399;0.0)","0.162918"
12,"FDI_AC","","S2_BasicEmergency","real_life","2025-2-17 18:48:0.686","2025-2-17 18:48:1.698","(-26.390423;1.982399;0.0)","(19.162006;1.12125;0.0)","0.455606"
13,"FDI_AC","","S2_BasicEmergency","virtual_reality","2025-2-17 18:48:1.989","2025-2-17 18:48:2.240","(12063.923828;-18279.332031;5.0)","(12090.0;-18288.925781;5.0)","0.277846"
